Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,SNOMED_Code,SNOMED_Description
61,62,21,Surgical,Eye : lids and orbit,Subtarsal foreign body,Subtarsal foreign body,275476006,Foreign body under eyelid (disorder)
61,62,25,Surgical,Eye : lids and orbit,Chalazion,Chalazion,1482004,Cyst of meibomian gland (disorder)
61,62,27,Surgical,Eye : lids and orbit,Meibomianitis,Meibomianitis,309779001,Meibomianitis (disorder)
61,62,31,Surgical,Eye : lids and orbit,Trichiasis,Trichiasis,60332004,Trichiasis (disorder)
61,62,33,Surgical,Eye : lids and orbit,Entropion,Entropion,33168009,Entropion (disorder)
61,62,35,Surgical,Eye : lids and orbit,Ectropion,Ectropion,62909004,Ectropion of eyelid (disorder)
61,62,41,Surgical,Eye : lids and orbit,Laceration : eyelid,Laceration : eyelid,231816006,Laceration of eyelid (disorder)
61,62,45,Surgical,Eye : lids and orbit,Traumatic iritis ,Traumatic iritis ,417020006,Traumatic iritis (disorder)
61,62,61,Surgical,Eye : lids and orbit,Periorbital cellulitis,Periorbital cellulitis,109245003,Cellulitis of periorbital region (disorder)
61,62,71,Surgical,Eye : lids and orbit,Herpes zoster ophthalmicus,Herpes zoster ophthalmicus,87513003,Herpes zoster ophthalmicus (disorder)
61,63,11,Surgical,Eye : conjunctiva,Conjunctivitis : viral,Conjunctivitis : viral,45261009,Viral conjunctivitis (disorder)
61,63,13,Surgical,Eye : conjunctiva,Conjunctivitis : allergic,Conjunctivitis : allergic,473460002,Allergic conjunctivitis (disorder)
61,63,15,Surgical,Eye : conjunctiva,Conjunctivitis : chemical,Conjunctivitis : chemical,133961000119102,Acute conjunctivitis caused by chemical (disorder)
61,63,17,Surgical,Eye : conjunctiva,Conjunctivitis : bacterial,Conjunctivitis : bacterial,128350005,Bacterial conjunctivitis (disorder)
61,63,19,Surgical,Eye : conjunctiva,Conjunctivitis : giant papillary,Conjunctivitis : giant papillary,231857004,Giant papillary conjunctivitis (disorder)
61,63,21,Surgical,Eye : conjunctiva,Conjunctival cyst,Conjunctival cyst,193901000,Cyst of conjunctiva (disorder)
61,63,23,Surgical,Eye : conjunctiva,Conjunctival foreign body,Conjunctival foreign body,231866000,Conjunctival foreign body (disorder)
61,63,25,Surgical,Eye : conjunctiva,Subconjunctival haemorrhage,Subconjunctival haemorrhage,78768009,Subconjunctival hemorrhage (disorder)
61,63,31,Surgical,Eye : conjunctiva,Pterygium,Pterygium,77489003,Pterygium (disorder)
61,63,33,Surgical,Eye : conjunctiva,Concretions,Concretions,13706005,Conjunctival concretion (disorder)
61,63,35,Surgical,Eye : conjunctiva,Conjunctival laceration,Conjunctival laceration,417750006,Conjunctival laceration (disorder)
61,63,37,Surgical,Eye : conjunctiva,Pinguecula,Pinguecula,87614000,Pinguecula (disorder)
61,63,41,Surgical,Eye : conjunctiva,Phlycten,Phlycten,67895005,Phlyctenular keratoconjunctivitis (disorder)
61,63,81,Surgical,Eye : conjunctiva,Ophthalmia neonatorum,Ophthalmia neonatorum,28438004,Gonococcal conjunctivitis neonatorum (disorder)
61,64,11,Surgical,Eye : cornea,Contact lens problem,Contact lens problem,371066008,Contact lens related corneal abrasion (disorder)
61,64,13,Surgical,Eye : cornea,Corneal abrasion,Corneal abrasion,85848002,Corneal abrasion (disorder)
61,64,15,Surgical,Eye : cornea,Corneal foreign body,Corneal foreign body,37450000,Corneal foreign body (disorder)
61,64,16,Surgical,Eye : cornea,Corneal burn ,Corneal burn ,274204004,Corneal burn (disorder)
61,64,17,Surgical,Eye : cornea,Keratitis due to ultraviolet light,Keratitis due to ultraviolet light,14366000,Exposure keratoconjunctivitis (disorder)
61,64,21,Surgical,Eye : cornea,Corneal ulcer : bacterial,Corneal ulcer : bacterial,231893002,Bacterial corneal ulcer (disorder)
61,64,23,Surgical,Eye : cornea,Corneal ulcer : herpes zoster,Corneal ulcer : herpes zoster,424801004,Herpes zoster corneal endotheliitis (disorder)
61,64,24,Surgical,Eye : cornea,Corneal ulcer : herpes simplex,Corneal ulcer : herpes simplex,427115009,Herpes simplex corneal endotheliitis (disorder)
61,64,25,Surgical,Eye : cornea,Corneal ulcer : sterile,Corneal ulcer : sterile,47398006,Marginal corneal ulcer (disorder)
61,64,29,Surgical,Eye : cornea,Corneal ulcer : acanthamoeba,Corneal ulcer : acanthamoeba,711645008,Corneal ulcer caused by Acanthamoeba (disorder)
61,64,41,Surgical,Eye : cornea,Keratitis : viral,Keratitis : viral,314020001,Viral keratitis (disorder)
61,64,43,Surgical,Eye : cornea,Keratitis : herpes simplex ,Keratitis : herpes simplex ,9389005,Herpes simplex keratitis (disorder)
61,64,44,Surgical,Eye : cornea,Keratitis : herpes zoster,Keratitis : herpes zoster,397573005,Herpes zoster keratitis (disorder)
61,64,46,Surgical,Eye : cornea,Keratitis: marginal,Keratitis: marginal,95730003,Marginal keratitis (disorder)
61,64,61,Surgical,Eye : cornea,Corneal dystrophy,Corneal dystrophy,5587004,Corneal dystrophy (disorder)
61,64,63,Surgical,Eye : cornea,Corneal graft problem,Corneal graft problem,314551004,Corneal graft disorder (disorder)
61,64,65,Surgical,Eye : cornea,Corneal erosion,Corneal erosion,50792001,Corneal erosion (disorder)
61,64,67,Surgical,Eye : cornea,Corneal melt,Corneal melt,314764001,Corneal melting disorder (disorder)
61,64,71,Surgical,Eye : cornea,Keratopathy : bullous,Keratopathy : bullous,57207003,Bullous keratopathy (disorder)
61,64,75,Surgical,Eye : cornea,Keratoconus ,Keratoconus ,65636009,Keratoconus (disorder)
61,64,81,Surgical,Eye : cornea,Corneal infiltrate associated with contact lens,Corneal infiltrate associated with contact lens,314497004,Contact lens related corneal infiltrate (disorder)
61,64,85,Surgical,Eye : cornea,Corneal infiltrate associated with blepharoconjunctivitis ,Corneal infiltrate associated with blepharoconjunctivitis ,418915007,Marginal corneal infiltrate associated with blepharoconjunctivitis (disorder)
61,65,11,Surgical,Eye : glaucoma,Glaucoma : acute angle closure,Glaucoma : acute angle closure,30041005,Acute angle-closure glaucoma (disorder)
61,65,21,Surgical,Eye : glaucoma,Glaucoma : chronic,Glaucoma : chronic,77075001,Primary open angle glaucoma (disorder)
61,65,31,Surgical,Eye : glaucoma,Glaucoma : inflammatory,Glaucoma : inflammatory,37155002,Glaucoma associated with ocular inflammation (disorder)
61,65,41,Surgical,Eye : glaucoma,Glaucoma : rubeotic,Glaucoma : rubeotic,232086000,Neovascular glaucoma (disorder)
61,65,51,Surgical,Eye : glaucoma,Glaucoma : phacomorphic,Glaucoma : phacomorphic,392300000,Phacomorphic glaucoma (disorder)
61,65,61,Surgical,Eye : glaucoma,Glaucoma : phacolytic,Glaucoma : phacolytic,32893002,Phacolytic glaucoma (disorder)
61,65,71,Surgical,Eye : glaucoma,Glaucoma : congenital,Glaucoma : congenital,204113001,Congenital glaucoma (disorder)
61,66,11,Surgical,Eye : uvea,Hyphaema,Hyphaema,410692006,Anterior uveitis (disorder)
61,66,21,Surgical,Eye : uvea,Anterior uveitis,Anterior uveitis,314429009,Intermediate uveitis (disorder)
61,66,23,Surgical,Eye : uvea,Intermediate uveitis,Intermediate uveitis,43363007,Posterior uveitis (disorder)
61,66,27,Surgical,Eye : uvea,Panuveitis,Panuveitis,75614007,Panuveitis (disorder)
61,66,31,Surgical,Eye : uvea,Traumatic uveitis,Traumatic uveitis,314030005,Post-traumatic uveitis (disorder)
61,66,41,Surgical,Eye : uvea,Episcleritis,Episcleritis,815008,Episcleritis (disorder)
61,66,45,Surgical,Eye : uvea,Scleritis,Scleritis,78370002,Scleritis (disorder)
61,66,51,Surgical,Eye : uvea,Endophthalmitis,Endophthalmitis,1847009,Endophthalmitis (disorder)
61,66,61,Surgical,Eye : uvea,Posner schlossman syndrome,Posner schlossman syndrome,29538005,Glaucomatocyclitic crisis (disorder)
61,67,11,Surgical,Eye : retina and vitreous,Age related macular degeneration : dry,Age related macular degeneration : dry,414875008,Nonexudative age-related macular degeneration (disorder)
61,67,13,Surgical,Eye : retina and vitreous,Age related macular degeneration : wet,Age related macular degeneration : wet,414173003,Exudative age-related macular degeneration (disorder)
61,67,15,Surgical,Eye : retina and vitreous,Diabetic retinopathy,Diabetic retinopathy,4855003,Retinopathy co-occurrent and due to diabetes mellitus (disorder)
61,67,17,Surgical,Eye : retina and vitreous,Hypertensive retinopathy,Hypertensive retinopathy,6962006,Hypertensive retinopathy (disorder)
61,67,21,Surgical,Eye : retina and vitreous,Central retinal vein occlusion,Central retinal vein occlusion,68478007,Central retinal vein occlusion (disorder)
61,67,23,Surgical,Eye : retina and vitreous,Branch retinal vein occlusion,Branch retinal vein occlusion,24596005,Venous retinal branch occlusion (disorder)
61,67,25,Surgical,Eye : retina and vitreous,Central retinal artery occlusion,Central retinal artery occlusion,38742007,Central retinal artery occlusion (disorder)
61,67,27,Surgical,Eye : retina and vitreous,Branch retinal artery occlusion,Branch retinal artery occlusion,50821009,Arterial retinal branch occlusion (disorder)
61,67,31,Surgical,Eye : retina and vitreous,Central serous retinopathy,Central serous retinopathy,312956001,Central serous chorioretinopathy (disorder)
61,67,33,Surgical,Eye : retina and vitreous,Retinal detachment,Retinal detachment,42059000,Retinal detachment (disorder)
61,67,35,Surgical,Eye : retina and vitreous,Posterior vitreous detachment,Posterior vitreous detachment,247081001,Posterior vitreous detachment (disorder)
61,67,37,Surgical,Eye : retina and vitreous,Posterior vitreous detachment : haemorrhagic,Posterior vitreous detachment : haemorrhagic,15013002,Vitreous floaters (disorder)
61,67,41,Surgical,Eye : retina and vitreous,Choroidal naevus,Choroidal naevus,255024002,Nevus of choroid (disorder)
61,67,43,Surgical,Eye : retina and vitreous,Raised intraocular pressure,Raised intraocular pressure,112222000,Raised intraocular pressure (finding)
61,67,45,Surgical,Eye : retina and vitreous,Retinal haemorrhage,Retinal haemorrhage,63297008,Superficial retinal hemorrhage (disorder)
61,67,47,Surgical,Eye : retina and vitreous,Epiretinal membrane,Epiretinal membrane,367649002,Epiretinal membrane (disorder)
61,67,49,Surgical,Eye : retina and vitreous,Macular hole,Macular hole,232006002,Macular hole (disorder)
61,67,51,Surgical,Eye : retina and vitreous,Macular oedema : diabetic,Macular oedema : diabetic,312912001,Macular edema co-occurrent and due to diabetes mellitus (disorder)
61,67,53,Surgical,Eye : retina and vitreous,Macular oedema : cystoid,Macular oedema : cystoid,193387007,Cystoid macular edema (disorder)
61,67,55,Surgical,Eye : retina and vitreous,Macular subretinal haemorrhage,Macular subretinal haemorrhage,247161000,Macular subretinal hemorrhage (finding)
61,67,57,Surgical,Eye : retina and vitreous,Macroaneurysm : retinal,Macroaneurysm : retinal,247124009,Retinal macroaneurysm (disorder)
61,67,59,Surgical,Eye : retina and vitreous,Myopic retinal degeneration,Myopic retinal degeneration,231995008,Myopic chorioretinal atrophy (disorder)
61,67,61,Surgical,Eye : retina and vitreous,Retinal dystrophy,Retinal dystrophy,314407005,Retinal dystrophy (disorder)
61,67,69,Surgical,Eye : retina and vitreous,Commotio retinae (disorder),Commotio retinae (disorder),80744008,Commotio retinae (disorder)
61,67,71,Surgical,Eye : retina and vitreous,Retinal tear,Retinal tear,95690009,Retinal tear (disorder)
61,67,73,Surgical,Eye : retina and vitreous,Retinal degeneration,Retinal degeneration,95695004,Degeneration of retina (disorder)
61,67,75,Surgical,Eye : retina and vitreous,Intra-ocular haemorrhage,Intra-ocular haemorrhage,93478000,Intraocular hemorrhage (disorder)
61,67,77,Surgical,Eye : retina and vitreous,Vitreous haemorrage,Vitreous haemorrage,247097006,Hemorrhage at vitreoretinal interface (disorder)
61,67,81,Surgical,Eye : retina and vitreous,Retinitis,Retinitis,399463004,Retinitis (disorder)
61,67,83,Surgical,Eye : retina and vitreous,Retinal vasculitis,Retinal vasculitis,77628002,Retinal vasculitis (disorder)
61,67,85,Surgical,Eye : retina and vitreous,Retinoschisis,Retinoschisis,44268007,Retinoschisis (disorder)
61,67,87,Surgical,Eye : retina and vitreous,Retinitis Pigmentosa ,Retinitis Pigmentosa ,28835009,Retinitis pigmentosa (disorder)
61,67,89,Surgical,Eye : retina and vitreous,Retinal oedema,Retinal oedema,6141006,Retinal edema (disorder)
61,68,11,Surgical,Eye : neuro-ophthalmology,Amaurosis fugax,Amaurosis fugax,88032003,Amaurosis fugax (disorder)
61,68,15,Surgical,Eye : neuro-ophthalmology,Traumatic mydriasis,Traumatic mydriasis,404649002,Traumatic mydriasis (disorder)
61,68,21,Surgical,Eye : neuro-ophthalmology,Squint,Squint,22066006,Strabismus (disorder)
61,68,41,Surgical,Eye : neuro-ophthalmology,Papilloedema,Papilloedema,423488006,Papilledema - optic disc edema due to raised intracranial pressure (disorder)
61,68,43,Surgical,Eye : neuro-ophthalmology,Unilateral swollen optic disc,Unilateral swollen optic disc,423341008,Edema of optic disc (disorder)
61,68,45,Surgical,Eye : neuro-ophthalmology,optic disc oedema due to retinal disorder,optic disc oedema due to retinal disorder,424669003,Optic disc edema associated with retinal disorder (disorder)
61,68,47,Surgical,Eye : neuro-ophthalmology,Optic nerve head drusen,Optic nerve head drusen,33629003,Drusen of optic disc (disorder)
61,68,49,Surgical,Eye : neuro-ophthalmology,Papillitis,Papillitis,73221001,Optic papillitis (disorder)
61,68,61,Surgical,Eye : neuro-ophthalmology,Ischaemic optic neuropathy : arteritic,Ischaemic optic neuropathy : arteritic,230508004,Arteritic ischemic optic neuropathy (disorder)
61,68,63,Surgical,Eye : neuro-ophthalmology,Ischaemic optic neuropathy : non arteritic,Ischaemic optic neuropathy : non arteritic,230509007,Non-arteritic ischemic optic neuropathy (disorder)
61,71,11,Surgical,Maxillo facial,Dental abscess,Dental abscess,299709002,Dental abscess (disorder)
61,71,13,Surgical,Maxillo facial,Dental caries,Dental caries,80967001,Dental caries (disorder)
61,71,17,Surgical,Maxillo facial,Gingivitis / gingivostomatitis,Gingivitis / gingivostomatitis,66383009,Gingivitis (disorder)
61,71,35,Surgical,Maxillo facial,Salivary gland stone,Salivary gland stone,80567007,Sialodocholithiasis (disorder)
61,71,37,Surgical,Maxillo facial,Salivary gland abscess,Salivary gland abscess,80483009,Abscess of salivary gland (disorder)
61,71,61,Surgical,Maxillo facial,Temporomandibular joint disorder,Temporomandibular joint disorder,41888000,Temporomandibular joint disorder (disorder)
61,71,65,Surgical,Maxillo facial,Dislocation of temporomandibular joint,Dislocation of temporomandibular joint,302964004,Dislocation of temporomandibular joint (disorder)
61,81,11,Surgical,Post-op,Surgical procedure complication,Surgical procedure complication,312087002,Disorders following clinical procedure (disorder)
61,81,31,Surgical,Post-op,Attention to or removal of surgical dressings,Attention to or removal of surgical dressings,302436000,Attention to dressing of skin (procedure)
61,81,51,Surgical,Post-op,Attention to or removal of surgical sutures,Attention to or removal of surgical sutures,824091000000105,Attention to sutures (procedure)
71,11,11,Musculoskeletal,Orthopaedics,Change of plaster / plaster check,Change of plaster / plaster check,180300007,Attention to plaster cast (procedure)
71,11,15,Musculoskeletal,Orthopaedics,Torticollis,Torticollis,70070008,Torticollis (disorder)
71,11,21,Musculoskeletal,Orthopaedics,Sciatica,Sciatica,23056005,Sciatica (disorder)
71,11,23,Musculoskeletal,Orthopaedics,Lumbar radiculopathy,Lumbar radiculopathy,128196005,Lumbar radiculopathy (disorder)
71,11,25,Musculoskeletal,Orthopaedics,Cauda equina syndrome,Cauda equina syndrome,192970008,Cauda equina syndrome (disorder)
71,11,27,Musculoskeletal,Orthopaedics,Cervical radiculopathy,Cervical radiculopathy,54404000,Cervical radiculopathy (disorder)
71,11,31,Musculoskeletal,Orthopaedics,Tendonitis,Tendonitis,34840004,Tendinitis (disorder)
71,11,33,Musculoskeletal,Orthopaedics,Tenosynovitis,Tenosynovitis,67801009,Tenosynovitis (disorder)
71,11,35,Musculoskeletal,Orthopaedics,Tendon rupture : non-traumatic,Tendon rupture : non-traumatic,268002004,Non-traumatic tendon rupture (disorder)
71,11,37,Musculoskeletal,Orthopaedics,Rotator cuff syndrome,Rotator cuff syndrome,4106009,Rotator cuff syndrome (disorder)
71,11,39,Musculoskeletal,Orthopaedics,Frozen shoulder,Frozen shoulder,399114005,Adhesive capsulitis of shoulder (disorder)
71,11,51,Musculoskeletal,Orthopaedics,Septic arthritis,Septic arthritis,396234004,Infective arthritis (disorder)
71,11,53,Musculoskeletal,Orthopaedics,Osteomyelitis,Osteomyelitis,60168000,Osteomyelitis (disorder)
71,11,55,Musculoskeletal,Orthopaedics,Bursitis,Bursitis,84017003,Bursitis (disorder)
71,11,57,Musculoskeletal,Orthopaedics,Discitis,Discitis,2304001,Discitis (disorder)
71,11,61,Musculoskeletal,Orthopaedics,Complex regional pain syndrome,Complex regional pain syndrome,128200000,Complex regional pain syndrome (disorder)
71,11,65,Musculoskeletal,Orthopaedics,Avascular necrosis of hip,Avascular necrosis of hip,444849002,Avascular necrosis of bone of hip (disorder)
71,11,71,Musculoskeletal,Orthopaedics,Osteoporosis,Osteoporosis,64859006,Osteoporosis (disorder)
71,21,11,Musculoskeletal,Rheumatology,Costochondritis,Costochondritis,64109004,Costal chondritis (disorder)
71,21,21,Musculoskeletal,Rheumatology,Osteoarthritis,Osteoarthritis,396275006,Osteoarthritis (disorder)
71,21,25,Musculoskeletal,Rheumatology,Pseudo gout,Pseudo gout,18834007,Crystal arthropathy (disorder)
71,21,27,Musculoskeletal,Rheumatology,Gout,Gout,90560007,Inflammatory disorder due to increased blood urate level (disorder)
71,21,31,Musculoskeletal,Rheumatology,Rheumatoid arthritis,Rheumatoid arthritis,69896004,Rheumatoid arthritis (disorder)
71,21,37,Musculoskeletal,Rheumatology,Reactive arthritis,Reactive arthritis,239783001,Post-infective arthritis (disorder)
71,21,55,Musculoskeletal,Rheumatology,Lupus erythematosis,Lupus erythematosis,55464009,Systemic lupus erythematosus (disorder)
71,21,61,Musculoskeletal,Rheumatology,Sarcoidosis,Sarcoidosis,31541009,Sarcoidosis (disorder)
71,21,71,Musculoskeletal,Rheumatology,Giant cell arteritis with polymyalgia,Giant cell arteritis with polymyalgia,239938009,Giant cell arteritis with polymyalgia rheumatica (disorder)
71,21,73,Musculoskeletal,Rheumatology,Giant cell arteritis without polymyalgia,Giant cell arteritis without polymyalgia,239939001,Giant cell arteritis without polymyalgia rheumatica (disorder)
71,21,75,Musculoskeletal,Rheumatology,Vasculitis,Vasculitis,31996006,Vasculitis (disorder)
71,21,79,Musculoskeletal,Rheumatology,Haemarthrosis (spontaneous),Haemarthrosis (spontaneous),81808003,Hemarthrosis (disorder)
71,21,81,Musculoskeletal,Rheumatology,Congenital connective tissue disorder,Congenital connective tissue disorder,363039000,Congenital connective tissue disorder (disorder)
71,21,83,Musculoskeletal,Rheumatology,Sjogren's syndrome,Sjogren's syndrome,83901003,Sjogren's syndrome (disorder)
71,21,89,Musculoskeletal,Rheumatology,Bechet's syndrome,Bechet's syndrome,310701003,Behcet's syndrome (disorder)
81,11,11,Child / ObGyn,Paediatric : medical,Bronchiolitis,Bronchiolitis,4120002,Bronchiolitis (disorder)
81,11,12,Child / ObGyn,Paediatric : medical,Viral wheeze,Viral wheeze,276191000000107,Viral wheeze (disorder)
81,11,17,Child / ObGyn,Paediatric : medical,Croup,Croup,71186008,Croup (disorder)
81,11,31,Child / ObGyn,Paediatric : medical,Paediatric : medical,Non:specific viral rash,421512008,Nonspecific exanthematous viral infection (disorder)
81,11,33,Child / ObGyn,Paediatric : medical,Nappy rash,Nappy rash,91487003,Diaper rash (disorder)
81,11,35,Child / ObGyn,Paediatric : medical,Henoch-Schonlein purpura,Henoch-Schonlein purpura,191306005,Henoch-Sch÷nlein purpura (disorder)
81,11,41,Child / ObGyn,Paediatric : medical,Seizure : febrile,Seizure : febrile,41497008,Febrile convulsion (finding)
81,11,63,Child / ObGyn,Paediatric : medical,Apnoeic episode / breath-holding attacks,Apnoeic episode / breath-holding attacks,95616002,Neonatal apneic attack (finding)
81,11,65,Child / ObGyn,Paediatric : medical,Brief resolved unexplained event (in infant),Brief resolved unexplained event (in infant),720975008,Brief resolved unexplained event (finding)
81,11,71,Child / ObGyn,Paediatric : medical,Infantile colic,Infantile colic,35363006,Infantile colic (finding)
81,11,75,Child / ObGyn,Paediatric : medical,Crying : persistent / irritable infant,Crying : persistent / irritable infant,162213003,"Crying, excessive (finding)"
81,11,81,Child / ObGyn,Paediatric : medical,Congenital heart disease,Congenital heart disease,13213009,Congenital heart disease (disorder)
81,11,87,Child / ObGyn,Paediatric : medical,Kawasaki disease,Kawasaki disease,75053002,Acute febrile mucocutaneous lymph node syndrome (disorder)
81,11,91,Child / ObGyn,Paediatric : medical,Sudden unexplained death in infancy,Sudden unexplained death in infancy,51178009,Sudden infant death syndrome (finding)
81,13,61,Child / ObGyn,Paediatric : medical,Seizure : newborn,Seizure : newborn,87476004,Convulsions in the newborn (disorder)
81,13,65,Child / ObGyn,Paediatric : medical,Feeding problems in newborn,Feeding problems in newborn,72552008,Feeding problems in newborn (finding)
81,13,67,Child / ObGyn,Paediatric : medical,Jaundice in newborn,Jaundice in newborn,387712008,Neonatal jaundice (disorder)
81,13,69,Child / ObGyn,Paediatric : medical,Hypoglycaemia in newborn,Hypoglycaemia in newborn,52767006,Neonatal hypoglycemia (disorder)
81,21,11,Child / ObGyn,Paediatric : ortho / surg,Congenital dislocation of hip,Congenital dislocation of hip,48334007,Congenital dislocation of hip (disorder)
81,21,13,Child / ObGyn,Paediatric : ortho / surg,Pyloric stenosis,Pyloric stenosis,367403001,Pyloric stenosis (disorder)
81,21,15,Child / ObGyn,Paediatric : ortho / surg,Intussusception,Intussusception,49723003,Intussusception of intestine (disorder)
81,21,16,Child / ObGyn,Paediatric : ortho / surg,Intestinal malrotation,Intestinal malrotation,29980002,Congenital malrotation of intestine (disorder)
81,21,20,Child / ObGyn,Paediatric : ortho / surg,Umbilical granuloma,Umbilical granuloma,200724002,Umbilical granuloma (disorder)
81,21,21,Child / ObGyn,Paediatric : ortho / surg,Undescended testis,Undescended testis,204878001,Undescended testicle (disorder)
81,21,31,Child / ObGyn,Paediatric : ortho / surg,Irritable hip,Irritable hip,301813003,Irritable hip (disorder)
81,21,33,Child / ObGyn,Paediatric : ortho / surg,Pulled elbow,Pulled elbow,95854004,Pulled elbow (disorder)
81,21,51,Child / ObGyn,Paediatric : ortho / surg,Perthes disease,Perthes disease,111255008,Avascular necrosis of the capital femoral epiphysis (disorder)
81,21,61,Child / ObGyn,Paediatric : ortho / surg,Slipped upper femoral epiphysis,Slipped upper femoral epiphysis,26460006,Slipped upper femoral epiphysis (disorder)
81,21,71,Child / ObGyn,Paediatric : ortho / surg,Osgood-Schlatter disease / traction apophysitis,Osgood-Schlatter disease / traction apophysitis,72047008,Juvenile osteochondrosis of tibial tubercle (disorder)
81,41,11,Child / ObGyn,Gynaecology : early pregnancy,Threatened abortion (miscarriage),Threatened abortion (miscarriage),54048003,Threatened abortion (disorder)
81,41,13,Child / ObGyn,Gynaecology : early pregnancy,Missed abortion (miscarriage),Missed abortion (miscarriage),16607004,Missed abortion (disorder)
81,41,15,Child / ObGyn,Gynaecology : early pregnancy,Complete abortion (miscarriage),Complete abortion (miscarriage),17369002,Miscarriage (disorder)
81,41,17,Child / ObGyn,Gynaecology : early pregnancy,Incomplete abortion (miscarriage),Incomplete abortion (miscarriage),156072005,Incomplete miscarriage (disorder)
81,41,21,Child / ObGyn,Gynaecology : early pregnancy,Retained products of conception,Retained products of conception,275425008,Retained products after miscarriage (disorder)
81,41,33,Child / ObGyn,Gynaecology : early pregnancy,Miscarriage with complication,Miscarriage with complication,34614007,Miscarriage with complication (disorder)
81,41,51,Child / ObGyn,Gynaecology : early pregnancy,Hyperemesis gravidarum,Hyperemesis gravidarum,14094001,Excessive vomiting in pregnancy (disorder)
81,41,71,Child / ObGyn,Gynaecology : early pregnancy,Ectopic pregnancy,Ectopic pregnancy,34801009,Ectopic pregnancy (disorder)
81,41,91,Child / ObGyn,Gynaecology,Menorrhagia,Menorrhagia,386692008,Menorrhagia (finding)
81,41,91,Child / ObGyn,Gynaecology : early pregnancy,Molar pregnancy,Molar pregnancy,44782008,molar pregnancy (disorder)
81,61,13,Child / ObGyn,Gynaecology,Dysmenorrhoea,Dysmenorrhoea,266599000,Dysmenorrhea (disorder)
81,61,15,Child / ObGyn,Gynaecology,Postmenopausal bleeding,Postmenopausal bleeding,76742009,Postmenopausal bleeding (finding)
81,61,17,Child / ObGyn,Gynaecology,Postcoital and contact bleeding,Postcoital and contact bleeding,48880000,Postcoital bleeding (finding)
81,61,21,Child / ObGyn,Gynaecology,Vaginal infection,Vaginal infection,237091009,Infective vaginitis (disorder)
81,61,31,Child / ObGyn,Gynaecology,Pelvic inflammatory disease,Pelvic inflammatory disease,198130006,Female pelvic inflammatory disease (disorder)
81,61,33,Child / ObGyn,Gynaecology,Endometriosis,Endometriosis,129103003,Endometriosis (disorder)
81,61,41,Child / ObGyn,Gynaecology,Ovarian disorder,Ovarian disorder,5552004,Disorder of ovary (disorder)
81,61,45,Child / ObGyn,Gynaecology,Uterine fibroid,Uterine fibroid,95315005,Uterine leiomyoma (disorder)
81,61,51,Child / ObGyn,Gynaecology,Abscess of labia or vulva,Abscess of labia or vulva,69430001,Abscess of vulva (disorder)
81,61,53,Child / ObGyn,Gynaecology,Complication of intrauterine contraceptive device,Complication of intrauterine contraceptive device,271973001,Disorder of intrauterine contraceptive device (disorder)
81,61,55,Child / ObGyn,Gynaecology,Endometritis (NOT endometriosis),Endometritis (NOT endometriosis),78623009,Endometritis (disorder)
81,61,61,Child / ObGyn,Gynaecology,Ovarian hyperstimulation syndrome,Ovarian hyperstimulation syndrome,129635004,Ovarian hyperstimulation syndrome (disorder)
81,61,71,Child / ObGyn,Gynaecology,Genital prolapse,Genital prolapse,73998008,Prolapse of female genital organs (disorder)
81,61,81,Child / ObGyn,Gynaecology,Female genital mutilation,Female genital mutilation,95041000119101,Female genital mutilation (disorder)
81,81,11,Child / ObGyn,Obstetrics,Pre-eclampsia,Pre-eclampsia,398254007,Pre-eclampsia (disorder)
81,81,13,Child / ObGyn,Obstetrics,Eclampsia,Eclampsia,15938005,Eclampsia (disorder)
81,81,21,Child / ObGyn,Obstetrics,Early / threatened / premature / pre-term labour,Early / threatened / premature / pre-term labour,32644009,Braxton Hicks contractions (finding)
81,81,31,Child / ObGyn,Obstetrics,Premature rupture of membranes,Premature rupture of membranes,44223004,Premature rupture of membranes (disorder)
81,81,41,Child / ObGyn,Obstetrics,Ante-partum haemorrhage,Ante-partum haemorrhage,34842007,Antepartum hemorrhage (disorder)
81,81,51,Child / ObGyn,Obstetrics,Active labour,Active labour,20236002,Labor established (finding)
81,81,55,Child / ObGyn,Obstetrics,Premature labor,Premature labor,6383007,Premature labor (finding)
81,81,71,Child / ObGyn,Obstetrics,Baby born in emergency care facility,Baby born in emergency care facility,281050002,Livebirth (finding)
81,81,81,Child / ObGyn,Obstetrics,Post-partum haemorrhage,Post-partum haemorrhage,47821001,Postpartum hemorrhage (disorder)
81,81,83,Child / ObGyn,Obstetrics,Post-partum infection,Post-partum infection,2858002,Puerperal sepsis (disorder)
81,81,85,Child / ObGyn,Obstetrics,Breast problem : pregnancy-related,Breast problem : pregnancy-related,86196005,Disorder of breast associated with childbirth (disorder)
91,11,21,Psych / tox / D+A,Mental health,Dementia,Dementia,52448006,Dementia (disorder)
91,11,25,Psych / tox / D+A,Mental health,Delirium (acute confusion),Delirium (acute confusion),2776000,Delirium (disorder)
91,11,31,Psych / tox / D+A,Mental health,Personality disorder,Personality disorder,33449004,Personality disorder (disorder)
91,11,33,Psych / tox / D+A,Mental health,Eating disorder,Eating disorder,72366004,Eating disorder (disorder)
91,11,41,Psych / tox / D+A,Mental health,Anxiety disorder,Anxiety disorder,197480006,Anxiety disorder (disorder)
